Postal_Code,Building_Name,Location_Description
320011,11 Saint George's East Gardens,Level 1 Lift Lobby A
381005,5A Kallang Heights,Level 1 Lift Lobby A
380063,63 Greentops @ Sims Place,Level 1 Lift Lobby A
330044,,Level 1 Lift Lobby B
330096,,Level 1 Lift Lobby B
320005,,Level 1 Lift Lobby A
330094,,Level 1 Lift Lobby B
380016,16 Boon Kheng Ville,Level 1 Lift Lobby A
380053,53 Sims Vista,Level 1 Lift Lobby A
320007,,Level 1 Lift Lobby A
330061,61 Geylang Bahru Ville,Level 1 Lift Lobby B
330053,53 Geylang Bahru Riverpoint,Level 1 Lift Lobby A
330049,,Level 1 Lift Lobby D
380019,,Level 1 Lift Lobby E
383008,8C Kallang Trivista,Level 1 Lift Lobby A
640933,,Level 1 Lift Lobby A
640906,,Level 1 Lift Lobby A
560633,633 Yio Chu Kang Heights,Level 1 Lift Lobby B
640907,,Level 1 Lift Lobby A
560625,625 Yio Chu Kang Heights,Level 1 Lift Lobby A
640821,,Level 1 Lift Lobby A
640980,,Level 1 Lift Lobby A
560121,,Level 1 Lift Lobby B
560639,639 Yio Chu Kang Heights,Level 1 Lift Lobby A
640832,,Level 1 Lift Lobby A
640720,720 Nanyang Sapphire,Level 1 Lift Lobby A
640965,,Level 1 Lift Lobby A
560612,612 Yio Chu Kang Green,Level 1 Lift Lobby M
640834,,Level 1 Lift Lobby A
560608,608 Yio Chu Kang Green,Level 1 Lift Lobby A
640844,,Level 1 Lift Lobby A
640934,,Level 1 Lift Lobby A
560650,650 Yio Chu Kang Vista,Level 1 Lift Lobby A
640824,,Level 1 Lift Lobby A
640911,,Level 1 Lift Lobby A
560123,,Level 1 Lift Lobby A
560645,645 Ang Mo Kio 61,Level 1 Lift Lobby A
640731,731 Nanyang Sapphire,Level 1 Lift Lobby B
640902,,Level 1 Lift Lobby A
640974,,Level 1 Lift Lobby A
560620,,Level 1 Lift Lobby B
640829,,Level 1 Lift Lobby A
560709,,Level 1 Lift Lobby B
640916,916 Nanyang Emerald,Level 1 Lift Lobby A
640978,,Level 1 Lift Lobby B
560632,632 Yio Chu Kang View,Level 1 Lift Lobby B
640728,728 Nanyang Sapphire,Level 1 Lift Lobby A
560614,,Level 1 Lift Lobby A
560644,644 Ang Mo Kio 61,Level 1 Lift Lobby A
640723,723 Nanyang Sapphire,Level 1 Lift Lobby B
560203,,Level 1 Lift Lobby A
560604,604 Yio Chu Kang Green,Level 1 Lift Lobby B
640819,,Level 1 Lift Lobby A
640928,928 Nanyang Emerald,Level 1 Lift Lobby A
560128,,Level 1 Lift Lobby A
640904,,Level 1 Lift Lobby A
560648,648 Ang Mo Kio 61,Level 1 Lift Lobby B
560119,,Level 1 Lift Lobby B
640843,,Level 1 Lift Lobby B
640966,,Level 1 Lift Lobby A
560705,,Level 1 Lift Lobby A
560629,629 Yio Chu Kang View,Level 1 Lift Lobby B
560225,,Level 1 Lift Lobby A
640851,,Level 1 Lift Lobby A
640865,,Level 1 Lift Lobby A
560714,,Outside RC Centre
640961,,Level 1 Lift Lobby B
640952,,Level 1 Lift Lobby C
640703,,Level 1 Lift Lobby A
560729,,Level 1 Lift Lobby B
560602,602 Yio Chu Kang Green,Level 1 Lift Lobby B
640837,,Level 1 Lift Lobby A
640710,,Level 1 Lift Lobby A
640925,925 Nanyang Emerald,Level 1 Lift Lobby A
640705,,Level 1 Lift Lobby B
560233,233 Kebun Baru Palm View,Level 1 Lift Lobby B
640701,,Level 1 Lift Lobby A
640838,,Level 1 Lift Lobby A
640849,,Level 1 Lift Lobby A
640922,,Level 1 Lift Lobby A
640815,,Level 1 Lift Lobby B
640845,,Level 1 Lift Lobby A
560127,,Level 1 Lift Lobby D
561700,700A Ang Mo Kio Central Heights,Level 1 Lift Lobby B
640857,,Level 1 Lift Lobby A
560231,231 Kebun Baru Palm View,Level 1 Lift Lobby B
563700,700C Ang Mo Kio Central Heights,Level 1 Lift Lobby B
640726,726 Nanyang Sapphire,Level 1 Lift Lobby A
640862,,Level 1 Lift Lobby A
560624,,Level 1 Lift Lobby D
560636,636 Yio Chu Kang Heights,Level 1 Lift Lobby B
640920,,Level 1 Lift Lobby A
640942,,Level 1 Lift Lobby C
560618,,Level 1 Lift Lobby A
640860,,Level 1 Lift Lobby A
640932,,Level 1 Lift Lobby A
640938,,Level 1 Lift Lobby A
640827,,Level 1 Lift Lobby A
640725,725 Nanyang Sapphire,Level 1 Lift Lobby A
560606,606 Yio Chu Kang Green,Level 1 Lift Lobby B
560610,610 Yio Chu Kang Green,Level 1 Lift Lobby B
560638,638 Yio Chu Kang Heights,Level 1 Lift Lobby A
640813,,Level 1 Lift Lobby A
640715,715 Nanyang Sapphire,Level 1 Lift Lobby B
640810,,Level 1 Lift Lobby A
560222,,Level 1 Lift Lobby A
640931,,Level 1 Lift Lobby B
640946,,Level 1 Lift Lobby C
641830,,Level 1 Lift Lobby A
640714,714 Nanyang Sapphire,Level 1 Lift Lobby A
640864,,Level 1 Lift Lobby A
640712,712 Nanyang Sapphire,Level 1 Lift Lobby B
560207,207 Ang Mo Kio 22,Level 1 Lift Lobby B
640825,,Level 1 Lift Lobby A
640711,711 Nanyang Sapphire,Level 1 Lift Lobby A
640850,,Level 1 Lift Lobby B
560212,,Level 1 Lift Lobby A
560646,646 Ang Mo Kio 61,Level 1 Lift Lobby A
560725,,Level 1 Lift Lobby B
640840,,Level 1 Lift Lobby B
640811,,Level 1 Lift Lobby A
640918,,Level 1 Lift Lobby A
560641,641 Ang Mo Kio 61,Level 1 Lift Lobby A
640977,,Level 1 Lift Lobby A
640944,,Level 1 Lift Lobby C
640856,,Level 1 Lift Lobby B
640953,,Level 1 Lift Lobby C
640707,,Level 1 Lift Lobby B
640924,,Level 1 Lift Lobby A
560621,621 Yio Chu Kang Heights,Level 1 Lift Lobby A
640913,,Level 1 Lift Lobby A
640853,,Level 1 Lift Lobby A
140094,94 Commonwealth 16,Level 1 Lift Lobby B
312081,,Level 1 Lift Lobby A
310163,163 Toa Payoh Green,Level 1 Lift Lobby C
400019,19 Eunos Crescent View,Level 1 Lift Lobby A
150101,,Level 1 Lift Lobby B
310171,171 Toa Payoh Green,Level 1 Lift Lobby B
430011,11 Haig View,Level 1 Lift Lobby A
310086,,Level 1 Lift Lobby A
161126,126A Kim Tian Green,Level 1 Lift Lobby B
400002,,Level 1 Lift Lobby A
310147,147 Toa Payoh Towers,Level 1 Lift Lobby B
160007,,Level 1 Lift Lobby A
311085,,Level 1 Lift Lobby A
166022,,Level 1 Lift Lobby A
141090,90 Commonwealth View,"Level 1 Lift Lobby D, E, F"
160131,131 Kim Tian Vista,Level 1 Lift Lobby B
400001,,Level 1 Lift Lobby B
430023,23 Haig Vista,Level 1 Lift Lobby A
142053,53 Commonwealth 10,Level 1 Lift Lobby C
144091,91 Skyterrace @ Dawson,Level 1 Lift Lobby A
274018,18C Buona Vista Court,Level 1 Lift Lobby B
400021,21 Eunos Crescent View,Level 1 Lift Lobby B
310146,146 Toa Payoh Towers,Level 1 Lift Lobby A
310158,158 Toa Payoh Green,Level 1 Outside RC Centre
150104,,Level 1 Lift Lobby C
430007,7 Haig View,Level 1 Lift Lobby A
140131,131 Clarence Ville,Level 1 Lift Lobby A
310097,97 Toa Payoh Palm Spring,Level 1 Outside PCF Centre
400033,33 Eunos Court,Level 1 Lift Lobby A
140083,83 Commonwealth Heights,Level 1 Lift Lobby C
360002,2 Joo Seng Green,Level 1 Lift Lobby A
313085,,Level 1 Lift Lobby C
160133,,Level 1 Lift Lobby A
400412,,Level 1 Lift Lobby B
142061,61A Strathmore Green,Level 1 Lift Lobby B
272012,12 Holland Vista,Level 1 Lift Lobby F
310149,,Level 1 Lift Lobby A
160149,,Level 1 Lift Lobby A
310175,175 Toa Payoh Central,Level 1 Lift Lobby A
160130,130 Kim Tian Vista,Level 1 Lift Lobby A
140084,84 Commonwealth Heights,Level 1 Lift Lobby B
160146,,Level 1 Lift Lobby B
140109,,Level 1 Lift Lobby B
310161,161 Toa Payoh Green,Level 1 Lift Lobby C
160132,,Level 1 Lift Lobby B
160140,,Outside Residents' Corner
160120,120 Kim Tian Towers,Level 1 Lift Lobby A
400036,36 Eunos Court,Level 1 Lift Lobby C
400411,,Level 1 Lift Lobby A
310092,92 Toa Payoh Palm Spring,Level 1 Lift Lobby A
164127,127D Kim Tian Green,Level 1 Lift Lobby D
150093,,Level 1 Lift Lobby D
272005,,Level 1 Lift Lobby B
311080,,Level 1 Lift Lobby A
140095,95 Commonwealth 16,Level 1 Lift Lobby B
310073,73 Toa Payoh Vista,Level 1 Lift Lobby C
310058,58 Toa Payoh Vista,Level 1 Lift Lobby B
160144,Tanjong Pagar Neighbourhood Police Post,Level 1 Outside Tanjong Pagar Neighbourhood Police Post
430002,2 Haig View,Level 1 Lift Lobby A
140113,,Level 1 Lift Lobby B
143062,62B Strathmore Green,Level 1 Lift Lobby A
160136,,Level 1 Lift Lobby A
310155,155 Toa Payoh Sapphire,Level 1 Lift Lobby A
160116,116 Tiong Bahru Orchid,Level 1 Lift Lobby C
140129,129 Clarence Ville,Level 1 Lift Lobby A
164020,,Level 1 Lift Lobby A
310068,,Level 1 Lift Lobby C
360018,18 Joo Seng Heights,Level 1 Lift Lobby A
275018,18D Buona Vista Court,Level 1 Lift Lobby C
271006,,Level 1 Lift Lobby E
310082,,Level 1 Lift Lobby A
430003,3 Haig View,Level 1 Lift Lobby A
310084,,Level 1 Lift Lobby A
310191,191 Toa Payoh Central,Level 1 Lift Lobby A
271002,,Level 1 Lift Lobby C
271011,11 Holland Vista,Level 1 Lift Lobby C
160138,,Level 1 Lift Lobby A
400011,,Level 1 Lift Lobby F
142058,,Level 1 Lift Lobby C
310173,173 Toa Payoh Green,Level 1 Lift Lobby D
312082,,Level 1 Lift Lobby A
310101,101A Toa Payoh Palm Spring,Level 1 Lift Lobby A
312062,,Level 1 Lift Lobby A
310098,98 Toa Payoh Palm Spring,Level 1 Mail Box Near Blk 99C
270041,,Level 1 Lift Lobby A
161118,118A Membina 118,Level 1 Lift Lobby A
144061,61C Strathmore Green,Level 1 Lift Lobby A
150105,105 Hendersonville,Level 1 Lift Lobby A & B
271013,13 Holland Vista,Level 1 Inside Buona Vista Neighbourhood Police Post Office
160141,,Level 1 Lift Lobby D
152119,119 Bukit Merah View,Level 1 Lift Lobby C
310157,,Level 1 Lift Lobby A
160125,,Level 1 Lift Lobby A
270030,,Level 1 Lift Lobby A
160148,,Level 1 Lift Lobby A
360007,7 Joo Seng Green,Level 1 Lift Lobby A
140086,86 Commonwealth Heights,Level 1 Lift Lobby B
141086,86 Skyville @ Dawson,Level 1 Lift Lobby A
162119,119B Kim Tian 119,Level 1 Lift Lobby C
140100,100 Crescent View,Level 1 Lift Lobby B
270043,,Level 1 Lift Lobby A
164119,119D Kim Tian 119,Level 1 Lift Lobby C
310169,169 Toa Payoh Green,Level 1 Lift Lobby C
360012,12 Joo Seng Heights,Level 1 Lift Lobby A
400413,,Level 1 Lift Lobby B
140091,91 Commonwealth 16,Level 1 Lift Lobby B
310174,174 Toa Payoh Green,Level 1 Lift Lobby C
400010,,Level 1 Lift Lobby F
360009,9 Joo Seng Green,Level 1 Lift Lobby A
160123,,Level 1 Lift Lobby B
400012,,Level 1 Lift Lobby D
272009,,Level 1 Lift Lobby A
141089,89 Commonwealth View,"Level 1 Lift Lobby D, E, F"
163118,118C Membina 118,Level 1 Lift Lobby C
160064,64 Tiong Bahru Estate,Open Space Carpark (Seng Poh Lane)
400025,,Level 1 Lift Lobby B
160058,58 Tiong Bahru Estate,Near Whisk Café (#01-15)
360016,16 Joo Seng Heights,Level 1 Lift Lobby A
312084,,Level 1 Lift Lobby A
310061,61 Toa Payoh Vista,Level 1 Lift Lobby A
141092,92 Skyterrace @ Dawson,Level 1 Lift Lobby A
160113,113 Tiong Bahru Orchid,Level 1 Lift Lobby B
271004,,Level 1 Lift Lobby D
400031,31 Eunos Court,Level 1 Lift Lobby A
140092,92 Commonwealth 16,Level 1 Lift Lobby B
270032,,Level 1 Lift Lobby A
310060,60 Toa Payoh Vista,Level 1 Lift Lobby A
360020,,Level 1 Lift Lobby A
160121,121 Kim Tian Towers,Level 1 Lift Lobby A
140099,99 Crescent View,Level 1 Lift Lobby B
400017,,Level 1 Lift Lobby B
140133,133 Clarence Ville,Level 1 Lift Lobby C
400417,,Level 1 Lift Lobby A
400023,23 Eunos Crescent View,Level 1 Lift Lobby A
160129,129 Kim Tian Vista,Level 1 Lift Lobby C
310104,104 Toa Payoh Bloom,Level 1 Lift Lobby C
140103,,Level 1 Lift Lobby A
310054,54 Toa Payoh Vista,Level 1 Lift Lobby A
310057,57 Toa Payoh Vista,Level 1 Lift Lobby B
140088,88 Commonwealth Heights,Level 1 Lift Lobby B
142089,89 Skyterrace @ Dawson,Level 1 Lift Lobby A
141060,,Level 1 Lift Lobby C
142088,88 Skyville @ Dawson,Level 1 Lift Lobby A
310071,71 Toa Payoh Vista,Level 1 Lift Lobby A
400014,,Level 1 Lift Lobby A
310106,106 Toa Payoh Bloom,Level 1 Lift Lobby B
271021,,Level 1 Lift Lobby A
430009,9 Haig View,Level 1 Lift Lobby A
140081,81 Commonwealth Heights,Level 1 Lift Lobby C
360005,5 Joo Seng Green,Level 1 Lift Lobby A
140111,,Level 1 Lift Lobby B
360011,,Level 1 Lift Lobby A
390093,,Level 1 Lift Lobby B
431008,8 Di Tanjong Rhu,Level 1 Lift Lobby B
390099,,Level 1 Lift Lobby B
390001,,Level 1 Lift Lobby A
390060,,Level 1 Lift Lobby A
390052,,Level 1 Lift Lobby A
431005,5 Di Tanjong Rhu,Level 1 Lift Lobby B
431010,10 Di Tanjong Rhu,Level 1 Lift Lobby A
431001,1 Di Tanjong Rhu,Level 1 Lift Lobby B
391007,,Level 1 Lift Lobby A
390045,45 Pine Green,Level 1 Lift Lobby A
392003,,Level 1 Lift Lobby B
390009,,Level 1 Lift Lobby A & B
391012,,Level 1 Lift Lobby A
390039,39 Pine Green,Level 1 Lift Lobby A
431014,,Level 1 Lift Lobby C
390034,,Level 1 Lift Lobby A
390049,49 Pine Green,Level 1 Lift Lobby A
391030,,Level 1 Lift Lobby A
390058,,Level 1 Lift Lobby C
431004,4 Di Tanjong Rhu,Level 1 Lift Lobby B
599491,SIM Headquarters,"Level 6 Block B, Lift Lobby (B1)"
599491,SIM Headquarters,"Level 1 Block B, Lift Lobby (B1)"
599491,SIM Headquarters,"Level 3 Block A, Lift Lobby (A1)"
599491,SIM Headquarters,"Level 6 Block A, Lift Lobby (A1)"
267616,SIM Management House,"Level 6 On Pillar, Outside Office"
99138,CHIJ St Theresa's Convent,Level 6 ISH (Available During Dual Use Scheme Operating Hours.)
158901,Gan Eng Seng Primary School,Level 1 Inside General Office (Available During School Operating Hours. Approach Security Officer At Main Gate.)
518968,Pasir Ris Primary School,Level 1 Inside Basketball Court (Available During Dual Use Scheme Operating Hours)
518968,Pasir Ris Primary School,Level 4 Inside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
739067,Si Ling Primary School,Level 5 Inside Indoor Sports Hall (Available During Dual Use Scheme Operating Hours)
739067,Si Ling Primary School,Level 1 Basketball Court (Available During Dual Use Scheme Operating Hours)
118254,Cintech I,"Level 1 Main Lobby, Beside Security Counter"
118264,Cintech IV,Level 1 Security Counter
118260,Oasis,Level 1 Main Lobby
118256,Cintech III,"Level 2 Main Lobby, Beside Security Counter"
118222,Ascent,Level 1 Main Lobby
486058,,Level 1 Main Lobby
159402,,Level 2 Lift Lobby
117610,The Gemini,"Level 2 Main Lobby, Beside Security Counter"
618494,Corporation Place,"Level 1 Main Lobby, Behind Security Counter"
117684,The Alpha,"Level 1 Main Lobby, Near Security Counter"
159303,Pacific Tech Centre,Level 1 Lift Lobby
486030,Hansapoint@CBP,Level 1 Main Lobby
486051,,Level 1 Main Lobby
117525,The Galen,"Level 1 Main Lobby, Near Entrance Of West Wing"
117586,The Aries,"Level 1 Main Lobby, Inside Wall Cabinet"
117406,The Kendall,"Level 1 Main Lobby, Near Security Counter"
486025,Plaza 8 @ CBP,Level 1 Near Podium C Exit
339949,Hyflux Innovation Centre,Level 1 Main Lobby
348615,The Siemens Centre,Level 1 Outside FCC
368324,KA Centre,Level 1 Beside Room 01-01
535216,,Level 1 Beside Lift Lobby
118258,The Curie,Level 1 Main Lobby
520420,420 Sun Plaza Gardens,Level 1 Lift Lobby A
527491,,Level 1 Lift Lobby A
461043,43 Ping Yi Gardens,Level 1 Lift Lobby A
610369,,Level 1 Lift Lobby A
161058,58 Havelock View,Level 1 Lift Lobby D
400333,333 Kampong Ubi View,Level 1 Lift Lobby B
611338,,Level 1 Lift Lobby B
461050,50 Chai Chee Gardens,Level 1 Lift Lobby A
520437,,Level 1 Lift Lobby A
410110,,Level 1 Lift Lobby A
520426,426 Sun Plaza View,Level 1 Lift Lobby A
610328,,Level 1 Lift Lobby A
410114,,Level 1 Lift Lobby A
520454,,Level 1 Lift Lobby A
526498,,Level 1 Lift Lobby B
610111,,Level 1 Lift Lobby B
161052,52 Havelock View,Level 1 Lift Lobby D
610155,,Level 1 Lift Lobby A
520442,,Level 1 Lift Lobby A
461019,19 Ping Yi Gardens,Level 1 Lift Lobby A
610357,,Level 1 Lift Lobby B
460805,805 Ping-An Gardens,Level 1 Lift Lobby B
610360,,Level 1 Lift Lobby A
521491,,Level 1 Lift Lobby A
410102,102 Kembangan Gardens,Level 1 Lift Lobby B
523497,,Level 1 Lift Lobby A
520498,,Level 1 Lift Lobby A
610352,,Level 1 Lift Lobby A
610179,179 Corporation Spring,Level 1 Lift Lobby A
610151,,Level 1 Lift Lobby B
80333,,Level 1 Lift Lobby A
461035,35 Ansar Garden,Level 1 Lift Lobby C
400324,324 Kampung Ubi Estate,Level 1 Lift Lobby A
611175,175A Corporation Tiara,Level 1 Lift Lobby A
400326,326 Kampung Ubi Estate,Level 1 Lift Lobby A
460054,54 Chai Chee Gardens,Level 1 Lift Lobby C
520406,406 Sun Plaza Green,Level 1 Lift Lobby A
50034,,Level 1 Lift Lobby C
761674,674A Fern Grove @ Yishun,Level 1 Lift Lobby
520409,409 Sun Plaza View,Level 1 Lift Lobby A
160094,94 Havelock Heights,Level 1 Lift Lobby A
520445,,Level 1 Lift Lobby A
610363,,Level 1 Lift Lobby A
610116,,Level 1 Lift Lobby C
400344,344 Kampong Ubi View,Level 1 Lift Lobby A
162008,8 Chin Swee View,Level 1 Lift Lobby A
521450,,Level 1 Lift Lobby A
162011,,Level 1 Lift Lobby A
520440,,Level 1 Lift Lobby A
527498,,Level 1 Lift Lobby B
762676,676B Park Grove @ Yishun,Level 1 Lift Lobby
160003,,Level 1 Lift Lobby C
461032,32 Ansar Garden,Level 1 Lift Lobby C
460059,59 Ping-An Gardens,Level 1 Lift Lobby A
160040,40 The Beo Crescent,Level 1 Lift Lobby A
520401,401 Sun Plaza Green,Level 1 Lift Lobby A
522492,,Level 1 Lift Lobby A
462808,808B Ping Yi Greens,Level 1 Lift Lobby B
460803,803 Ping-An Gardens,Level 1 Lift Lobby B
461020,20 Ping-An Gardens,Level 1 Lift Lobby A
762672,672B Vine Grove @ Yishun,Level 1 Lift Lobby
520448,,Level 1 Lift Lobby A
610346,,Level 1 Lift Lobby A
420004,,Level 1 Lift Lobby A
400343,343 Kampong Ubi View,Level 1 Lift Lobby A
520423,423 Sun Plaza Gardens,Level 1 Lift Lobby A
402003,3A Sri Geylang Serai,Level 1 Lift Lobby A
610121,,Level 1 Lift Lobby C
610177,177 Corporation Spring,Level 1 Lift Lobby A
160077,77 Indus Garden,Level 1 Lift Lobby A
520458,,Level 1 Lift Lobby A
521486,,Level 1 Lift Lobby B
524491,,Level 1 Lift Lobby A
610184,184 Corporation Spring,Level 1 Lift Lobby A
612339,,Level 1 Lift Lobby B
524495,,Level 1 Lift Lobby A
403002,2A Sri Geylang Serai,Level 1 Lift Lobby A
520495,,Level 1 Lift Lobby A
610119,,Level 1 Lift Lobby C
160030,,Level 1 Lift Lobby A
400316,316 Kampong Ubi Greenville,Level 1 Lift Lobby A
520407,407 Sun Plaza Green,Level 1 Lift Lobby A
520414,414 Sun Plaza View,Level 1 Lift Lobby A
761672,672A Vine Grove @ Yishun,Level 1 Lift Lobby
160001,,Level 1 Lift Lobby B
525496,,Level 1 Lift Lobby B
761675,675A Fern Grove @ Yishun,Level 1 Lift Lobby
610322,,Level 1 Lift Lobby B
50536,,Level 1 Lift Lobby B
520428,428 Sun Plaza View,Level 1 Lift Lobby A
523450,,Level 1 Lift Lobby B
610160,,Level 1 Lift Lobby A
461029,29A Ansar Garden,Level 1 Lift Lobby B
520455,,Level 1 Lift Lobby A
162004,4 Bukit Ho Swee View,Level 1 Lift Lobby B
461040,40 Ansar Garden,Level 1 Lift Lobby A
400349,349 Kampong Ubi View,Level 1 Lift Lobby A
614138,138D Lake Vista @ Yuan Ching,Level 1 Walkway Along Lift Lobby (A)
761677,677A Park Grove @ Yishun,Level 1 Lift Lobby
520431,,Level 1 Lift Lobby A
460061,61 Ping-An Gardens,Level 1 Lift Lobby E
610158,,Level 1 Lift Lobby B
461038,,Level 1 Lift Lobby A
520417,417 Sun Plaza View,Level 1 Lift Lobby A
400334,334 Kampong Ubi View,Level 1 Lift Lobby B
762671,671B Vine Grove @ Yishun,Level 1 Lift Lobby
522498,,Level 1 Lift Lobby A
420003,,Level 1 Lift Lobby B
161055,55 Havelock View,Level 1 Lift Lobby A
520466,,Level 1 Lift Lobby A
161004,,Level 1 Lift Lobby C
525497,,Level 1 Lift Lobby A
161005,,Level 1 Lift Lobby A
400323,323 Kampung Ubi Estate,Level 1 Lift Lobby A
520450,,Level 1 Lift Lobby A
610354,,Level 1 Lift Lobby A
763673,673C Fern Grove @ Yishun,Level 1 Lift Lobby
522489,,Level 1 Lift Lobby A
520430,,Level 1 Lift Lobby A
520477,,Level 1 Lift Lobby A
410112,,Level 1 Lift Lobby A
467010,,Level 1 Lift Lobby A
400337,337 Kampong Ubi View,Level 1 Lift Lobby A
520446,,Level 1 Lift Lobby A
520496,,Level 1 Lift Lobby B
400336,336 Kampong Ubi View,Level 1 Lift Lobby B
610332,,Level 1 Lift Lobby A
521489,,Level 1 Lift Lobby A
400331,331 Kampung Ubi Estate,Level 1 Lift Lobby A
405002,2C Sri Geylang Serai,Level 1 Lift Lobby A
520488,,Level 1 Lift Lobby A
610183,183 Corporation Spring,Level 1 Lift Lobby A
525492,492E Tampines Greenedge,Level 1 Lift Lobby A
162013,,Level 1 Lift Lobby B
520494,,Level 1 Lift Lobby B
520434,,Level 1 Lift Lobby A
461001,1 Ping Yi Gardens,Level 1 Lift Lobby B
460055,55 Ping-An Gardens,Level 1 Lift Lobby A
520476,,Level 1 Lift Lobby A
400318,318 Kampong Ubi Greenville,Level 1 Lift Lobby A
523496,,Level 1 Lift Lobby B
610118,,Level 1 Lift Lobby C
520480,,Level 1 Lift Lobby A
520465,,Level 1 Lift Lobby A
400340,340 Kampong Ubi View,Level 1 Lift Lobby A
520411,411 Sun Plaza View,Level 1 Lift Lobby A
523499,499C Tampines Ria,Level 1 Lift Lobby A
529498,,Level 1 Lift Lobby B
462807,807B Ping Yi Greens,Level 1 Lift Lobby B
400842,,Level 1 Lift Lobby A
520484,,Level 1 Lift Lobby A
520486,,Level 1 Lift Lobby B
161003,,Level 1 Lift Lobby A
400352,352 Kampong Ubi View,Level 1 Lift Lobby A
410106,106 Kembangan Gardens,Level 1 Lift Lobby A
528494,494H Tampines Greenedge,Level 1 Lift Lobby A
521497,,Level 1 Lift Lobby A
163016,16 Bukit Ho Swee View,Level 1 Lift Lobby B
160046,46 The Beo Crescent,Level 1 Lift Lobby B
761673,673A Fern Grove @ Yishun,Level 1 Lift Lobby
461036,36 Ansar Garden,Level 1 Lift Lobby A
610336,,Level 1 Lift Lobby A
50005,,Level 3 Lift Lobby C
169981,5 Kim Seng Neighbourhood Police Post,Level 1 Inside Kim Seng Neighbourhood Police Post Office
525494,494E Tampines Alcoves,Level 1 Lift Lobby A
400311,311 Kampong Ubi Greenville,Level 1 Lift Lobby A
400322,322 Kampung Ubi Estate,Level 1 Lift Lobby A
521487,,Level 1 Lift Lobby A
520470,,Level 1 Lift Lobby A
522493,,Level 1 Lift Lobby A
160036,36 The Beo Crescent,Level 1 Lift Lobby A
524450,,Level 1 Lift Lobby A
160026,,Level 1 Lift Lobby A
610162,,Level 1 Lift Lobby A
410116,,Level 1 Lift Lobby A
400313,313 Kampong Ubi Greenville,Level 1 Lift Lobby B
162012,12 Bukit Ho Swee View,Level 1 Lift Lobby B
610334,,Level 1 Lift Lobby B
160051,,Level 1 Lift Lobby B
520451,,Level 1 Lift Lobby A
163002,,Level 1 Lift Lobby B
520405,405 Sun Plaza Green,Level 1 Lift Lobby A
610153,,Level 1 Lift Lobby B
610329,,Level 1 Lift Lobby A
461044,44 Ping Yi Gardens,Level 1 Lift Lobby A
400330,330 Kampung Ubi Estate,Level 1 Lift Lobby A
160042,42 The Salvation Army Family Support Services,Level 1 Lift Lobby B
522487,,Level 1 Lift Lobby A
613175,175C Corporation Tiara,Level 1 Lift Lobby B
461808,808A Ping Yi Greens,Level 1 Lift Lobby A
523498,,Level 1 Lift Lobby B
400329,329 Kampung Ubi Estate,Level 1 Lift Lobby A
610324,,Level 1 Lift Lobby B
460057,57 Ping-An Gardens,Level 1 Lift Lobby A
410104,104 Kembangan Gardens,Level 1 Lift Lobby B
521499,499A Tampines Ria,Level 1 Lift Lobby A
610368,,Level 1 Lift Lobby A
50032,,Level 1 Lift Lobby C
50533,,Level 1 Lift Lobby A
612138,138B Lake Vista @ Yuan Ching,Level 1 Walkway Along Lift Lobby (A)
460052,52 Chai Chee Gardens,Level 1 Lift Lobby C
50532,,Level 1 Lift Lobby A
610350,,Level 1 Lift Lobby A
520424,424 Sun Plaza Gardens,Level 1 Lift Lobby A
161008,8 Bukit Ho Swee View,Level 1 Lift Lobby B
161079,79 Indus Garden,Level 1 Corridor Towards Lift Lobby D
520462,,Level 1 Lift Lobby A
460026,26 Ansar Garden,Level 1 Lift Lobby A
521485,,Level 1 Lift Lobby A
520432,,Level 1 Lift Lobby A
460063,63 Ping-An Gardens,Level 1 Lift Lobby C
461034,34 Ansar Garden,Level 1 Lift Lobby A
410109,109 Kembangan Gardens,Level 1 Lift Lobby A
610115,,Level 1 Lift Lobby A
400846,,Level 1 Lift Lobby B
520493,,Level 1 Lift Lobby A
610348,,Level 1 Lift Lobby A
610326,,Level 1 Lift Lobby A
520419,419 Sun Plaza Gardens,Level 1 Lift Lobby A
461042,42 Ping Yi Gardens,Level 1 Lift Lobby A
526450,,Level 1 Lift Lobby A
763675,675C Fern Grove @ Yishun,Level 1 Lift Lobby
522494,,Level 1 Lift Lobby B
51335,,Level 1 Lift Lobby C
610163,,Level 1 Lift Lobby A
400341,341 Kampong Ubi View,Level 1 Lift Lobby B
522495,,Level 1 Lift Lobby A
520469,,Level 1 Lift Lobby A
613339,,Level 1 Lift Lobby B
610181,181 Corporation Spring,Level 1 Lift Lobby B
520459,,Level 1 Lift Lobby A
763677,677C Park Grove @ Yishun,Level 1 Lift Lobby
520474,,Level 1 Lift Lobby A
610366,,Level 1 Lift Lobby A
160048,48 The Beo Crescent,Level 1 Lift Lobby D
101070,70A Telok Blangah Ridgeview,Level 1 Lift Lobby B
100084,,Level 1 Lift Lobby A
138567,Nucleos,Level 1 Security Counter
486127,,Level 1 Security Guardhouse
758297,Foodaxis @ Senoko,Level 1 Lift Lobby
486548,Xilin Districentre A & B,Level 1 Cargo Lift Lobby
138562,Infinite Studios,"Level 1 Pick-Up Point, Beside Security Counter"
486070,,Level 1 Security Guardhouse
486349,Xilin Districentre D,Level 1 Passenger Lift Lobby
